0MIN_area 0MIN_circumference 0MIN_foot 0MIN_head_width 0MIN_length 0MIN_length_area_ratio 0MIN_length_width_ratio 0MIN_max_width 0MIN_max_width_location 0MIN_neck_width 0MIN_width_length_ratio 0MIN_x_m 0MIN_y_m 10_MIN_area 10_MIN_circumference 10_MIN_foot 10_MIN_head_width 10_MIN_length 10_MIN_length_area_ratio 10_MIN_length_width_ratio 10_MIN_max_width 10_MIN_max_width_location 10_MIN_neck_width 10_MIN_width_length_ratio 10_MIN_x_m 10_MIN_y_m 40_MIN_area 40_MIN_circumference 40_MIN_foot 40_MIN_head_width 40_MIN_length 40_MIN_length_area_ratio 40_MIN_length_width_ratio 40_MIN_max_width 40_MIN_max_width_location 40_MIN_neck_width 40_MIN_width_length_ratio 40_MIN_x_m 40_MIN_y_m animal_id group_id nencki_id source0 source10 source40 unique_id
0.375933320218 2.97760150324 0.733020181047 0.490200968914 0.846344252271 2.25131481237 1.72652504981 0.69417678885 0.833333333333 0.490200968914 0.579198083521 13.6941176471 76.5647058824 0.469808020348 3.25790025837 0.935497483192 0.71150856657 0.635253592642 1.35215570005 0.892826344599 0.71150856657 0.222222222222 0.656556669644 1.12003863467 8.24742268041 101.309278351 0.635004443901 5.44870730394 0.669584963191 0.602162768693 1.26 1.98423808227 2.09245749739 0.602162768693 0.444444444444 0.395979797464 0.47790695928 15.5503355705 85.2483221477 018 f 001 Forskolin_22_RGB.csv Forskolin_8_RGB.csv Forskolin_10_RGB.csv 00-018-001-f
0.435074412028 3.19347431012 0.844831826539 0.425793377121 0.98 2.25248824777 2.30158582228 0.649153294685 0.928571428571 0.425793377121 0.434483037878 305.670103093 413.257731959 1.08645705624 5.58887531705 0.791959594929 0.997160690675 1.6758063436 1.54245060491 1.68057802446 0.997160690675 0.25 0.358159777421 0.595033366763 283.534979424 394.823045267 0.561387315494 4.15974097659 0.994886928249 0.504777178565 1.12876313943 2.01066733836 2.2361611962 0.655978758986 0.9375 0.504777178565 0.447194952538 290.770992366 393.198473282 019 f 035 Forskolin_3_RGB.csv Forskolin_9_RGB.csv Forskolin_7_RGB.csv 00-019-035-f
0.435347454142 3.35690221362 0.705755257648 0.450450563083 1.00994854676 2.31986781398 2.24208521319 0.6427137523 0.928571428571 0.225225281541 0.446013378134 91.702970297 772.584158416 1.01259993595 4.02920667338 0.917150048674 1.05123027365 1.36833878181 1.35131233296 1.3016546575 1.05123027365 0.368421052632 0.63 0.768252926562 86.3333333333 798.644444444 1.09993162666 6.23849340696 1.42336914649 1.03353761422 1.27370531729 1.15798590242 1.23237441944 1.03353761422 0.222222222222 0.735820005707 0.811441704908 128.053719008 791.694214876 018 f 307 Forskolin_22_RGB.csv Forskolin_8_RGB.csv Forskolin_10_RGB.csv 00-018-307-f
0.495445097837 2.95031231348 0.801866849548 0.664414574825 0.853253284415 1.72219543223 1.28421819259 0.763252761408 0.833333333333 0.625269784163 0.778683876125 NaN NaN 0.5243 2.9578133109 1.07079409785 0.782623792125 0.708679701029 1.35166832163 0.905517706158 0.982496819333 0.8 0.782623792125 1.10434063652 NaN NaN 0.412349582138 2.63233135275 0.35 0.570611954387 0.946825384679 2.29617156338 1.6593157178 0.570611954387 0.461538461538 0.391524258931 0.602658065173 NaN NaN 015 f 227 NaN NaN NaN 00-015-227-f
0.701508587457 3.94701633548 0.753978730658 0.897966448145 1.06412504142 1.51690950111 1.18503875464 0.897966448145 0.5 0.71290120564 0.843854258843 45.1351351351 150.959459459 0.679082909936 6.24565628709 0.862331510186 0.402679393336 1.55067606421 2.28348562675 3.85089500449 0.795613843291 0.727272727273 0.402679393336 0.259679892294 42.1741935484 184.84516129 1.14506555085 6.52164580398 0.47445457314 0.645368112011 2.45 2.13961549902 3.79628301183 1.09343495463 0.828571428571 0.395979797464 0.263415555923 91.3003802281 173.768060837 018 f 204 Forskolin_22_RGB.csv Forskolin_8_RGB.csv Forskolin_10_RGB.csv 00-018-204-f
0.52786646273 3.8416674888 1.10182525513 0.645368112011 0.77 1.4587022559 1.193117518 0.933916484489 0.818181818182 0.645368112011 0.838140405208 858.425925926 201.222222222 0.838904981731 4.77551236772 1.76861419179 0.917477730777 0.854859985445 1.01901884488 0.931750119669 0.971547137603 0.666666666667 0.881061420706 1.0732491243 838.7 172.965 0.563126245555 3.79139325944 1.18028183592 0.729155372423 0.72029811085 1.2791059137 0.987852710262 0.933916484489 0.777777777778 0.729155372423 1.01229666084 845.984375 173.5546875 019 f 239 Forskolin_3_RGB.csv Forskolin_9_RGB.csv Forskolin_7_RGB.csv 00-019-239-f
0.55771080664 4.12542682637 0.494974746831 0.744110206891 1.19 2.13372232676 1.59922547625 0.744110206891 0.0588235294118 0.197989898732 0.625302694867 922.3984375 108.1875 1.01538433653 4.42935422265 0.50960769225 1.14979717183 1.35939166024 1.33879518458 1.18228822748 1.14979717183 0.526315789474 0.637148539852 0.845817438383 876.68161435 166.381165919 0.947647823052 4.99386179984 0.707907273898 1.10877286088 1.19 1.25574076261 1.07325859243 1.10877286088 0.294117647059 0.45772360963 0.931741899902 880.990610329 186.164319249 020 f 370 Forskolin_5_RGB.csv Forskolin_13_RGB.csv Forskolin_11_RGB.csv 00-020-370-f
0.348196046384 2.75891396532 0.664078308635 0.507247982808 0.686604301697 1.97188999941 1.35358705203 0.507247982808 0.4 0.450136801058 0.738777752417 937.265822785 240.746835443 0.107858854958 1.47786605079 0.252388589282 0.252388589282 0.42 3.89397792295 1.66410058868 0.252388589282 0.333333333333 0.252388589282 0.600925212577 929.0 271.0 0.186856541811 2.25098774691 0.395979797464 0.401695194194 0.56 2.99695153604 1.39409185894 0.401695194194 0.5 0.252963372339 0.717312846776 976.956521739 263.956521739 018 f 318 Forskolin_22_RGB.csv Forskolin_8_RGB.csv Forskolin_10_RGB.csv 00-018-318-f
0.407544179352 4.24089640132 0.38384026478 0.641664507002 1.15270967312 2.82842874839 1.79643670569 0.641664507002 0.333333333333 0.166499910364 0.556657519207 836.790322581 172.193548387 0.789923140518 4.13189499911 0.735643858681 0.858516183778 1.26615067504 1.60287831827 1.47481282119 0.858516183778 0.388888888889 0.645368112011 0.678052147113 841.6 168.668571429 0.509354247258 3.70249396298 1.05233074649 0.560552115286 0.84442513608 1.65783468112 1.50641682201 0.687772482517 0.916666666667 0.555886082732 0.663826893984 836.52991453 182.47008547 015 f 299 Forskolin_6_RGB.csv Forskolin_1_RGB.csv Forskolin_2_RGB.csv 00-015-299-f
0.820241784859 3.50045411623 0.775146863461 0.739197945544 1.20840024239 1.47322443783 1.63474513108 0.779273295247 0.625 0.684433851423 0.611716151335 651.989071038 159.480874317 1.10013505936 5.41461508791 0.564358042381 0.997858727345 1.6760376832 1.5234835659 1.67963423806 1.02585336678 0.708333333333 0.800567696698 0.595367715981 646.45 186.625 1.46265 6.96284153988 1.68 0.84 1.82 1.24431682221 2.16666666667 1.4 0.961538461538 0.56 0.461538461538 691.132258065 180.619354839 018 f 227 Forskolin_22_RGB.csv Forskolin_8_RGB.csv Forskolin_10_RGB.csv 00-018-227-f
